,GOOG,MSFT
2018-05-25,1.3653495107905944,1.6124156066856932
2018-05-29,1.3653495107905944,1.6124156066856936
2018-05-30,1.3388269900802705,1.4796573676939215
2018-05-31,1.3388269900802707,1.4019640994776328
2018-06-01,1.3388269900802703,1.4019640994776328
2018-06-04,1.3388269900802707,1.3752075873973357
2018-06-05,1.3280401324025362,1.2969867005193936
2018-06-06,1.3388269900802705,1.2969867005193938
2018-06-07,1.3388269900802707,1.2969867005193936
2018-06-08,1.3280401324025362,1.370802458581016
2018-06-11,1.4235294585569502,1.3708024585810152
2018-06-12,1.42352945855695,1.2969867005193936
2018-06-13,1.3280401324025362,1.296986700519394
2018-06-14,1.3280401324025357,1.2969867005193936
2018-06-15,1.3280401324025364,1.2969867005193936
2018-06-18,1.4235294585569502,1.3708024585810161
2018-06-19,1.497751056459266,1.3917907433002203
2018-06-20,1.4708123510895326,1.3917907433002203
2018-06-21,1.4708123510895328,1.3917907433002201
2018-06-22,1.4708123510895326,1.3808430968267094
2018-06-25,1.4977510564592662,1.39179074330022
2018-06-26,1.4786884978432262,1.3808430968267098
2018-06-27,1.498775735663052,1.3917907433002203
2018-06-28,1.498775735663052,1.4125822470039768
2018-06-29,1.4786884978432262,1.4125822470039766
2018-07-02,1.478688497843226,1.4479416718602989
2018-07-03,1.498775735663052,1.4726572291238569
2018-07-05,1.565527612160883,1.4726572291238562
2018-07-06,1.5655276121608834,1.4726572291238564
2018-07-09,1.5655276121608832,1.472657229123857
2018-07-10,1.4786884978432258,1.4726572291238569
2018-07-11,1.5857388054286918,1.4726572291238567
2018-07-12,1.7314519126523131,1.5247005081982197
2018-07-13,1.7314519126523131,1.52470050819822
2018-07-16,1.7314519126523134,1.52470050819822
2018-07-17,1.7314519126523127,1.52470050819822
2018-07-18,1.7314519126523131,1.4972104689645316
2018-07-19,1.7314519126523131,1.4972104689645311
2018-07-20,1.5857388054286918,1.5172507452373876
2018-07-23,1.7314519126523131,1.6073551942983506
2018-07-24,1.7314519126523131,1.5256388526507663
2018-07-25,1.894755933722686,1.6073551942983504
2018-07-26,1.7314519126523131,1.525638852650767
2018-07-27,1.731451912652313,1.5256388526507667
2018-07-30,1.8466761610594002,1.5307224720581334
2018-07-31,1.7887456811569846,1.4406180229971706
2018-08-01,1.788745681156985,1.4002966764563758
2018-08-02,1.8564468602387496,1.4406180229971706
2018-08-03,1.8564468602387496,1.4002966764563756
2018-08-06,1.8564468602387492,1.4002966764563756
2018-08-07,1.856446860238749,1.4002966764563756
2018-08-08,1.7211807633461995,1.4002966764563758
2018-08-09,1.5602916895699923,1.3642583470169738
2018-08-10,1.560291689569992,1.315065212827376
2018-08-13,1.5602916895699919,1.3639320945755826
2018-08-14,1.5602916895699923,1.3639320945755822
2018-08-15,1.6536862850613754,1.3680371848875683
2018-08-16,1.7388574925348903,1.4086847838697547
2018-08-17,1.7683172057669005,1.3680371848875683
2018-08-20,1.7008227274820764,1.3482140327057377
2018-08-21,1.6536862850613754,1.3482140327057377
2018-08-22,1.5602916895699919,1.3482140327057375
2018-08-23,1.449117952467249,1.295957359846152
2018-08-24,1.4102980270688557,1.2405612329321114
2018-08-27,1.403004761436169,1.2098798707612697
2018-08-28,1.3773986261907583,1.1701510483714888
2018-08-29,1.3107302204686282,1.20987987076127
2018-08-30,1.310730220468628,1.1701510483714888
2018-08-31,1.3773986261907585,1.1632896193317277
2018-09-04,1.4030047614361691,1.20987987076127
2018-09-05,1.4102980270688559,1.273321006051258
2018-09-06,1.4102980270688554,1.3448809133651118
2018-09-07,1.481450513202955,1.3643778131055506
2018-09-10,1.481450513202955,1.3643778131055508
2018-09-11,1.6103009794943892,1.3712163677677762
2018-09-12,1.6238511851978161,1.3448809133651114
2018-09-13,1.481450513202955,1.3448809133651114
2018-09-14,1.4102980270688557,1.273321006051258
2018-09-17,1.410298027068856,1.3448809133651114
2018-09-18,1.4814505132029545,1.3712163677677762
2018-09-19,1.570032292904071,1.3712163677677762
2018-09-20,1.570032292904071,1.3712163677677764
2018-09-21,1.613087335269213,1.4014370905868445
2018-09-24,1.666906227562959,1.4873073880257641
2018-09-25,1.6669062275629583,1.487307388025764
2018-09-26,1.6736351385245627,1.4873073880257641
2018-09-27,1.6736351385245627,1.4014370905868452
2018-09-28,1.6420779404305996,1.4014370905868447
2018-10-01,1.6375455105431254,1.4014370905868447
2018-10-02,1.6375455105431254,1.3712163677677762
2018-10-03,1.6145343467524014,1.288425082444777
2018-10-04,1.6145343467524016,1.2985967564476288
2018-10-05,1.6375455105431254,1.318645805263845
2018-10-08,1.6442744215047296,1.489668327884627
2018-10-09,1.6375455105431251,1.489668327884627
2018-10-10,1.6375455105431254,1.599328325777174
2018-10-11,1.6442744215047298,1.6436838635789286
2018-10-12,1.7963976595579911,1.6955535634082317
2018-10-15,1.7963976595579916,1.8877725001866075
2018-10-16,1.9405301927660037,2.038328739030012
2018-10-17,2.091060381721809,2.0369973391221823
2018-10-18,2.241192227322068,2.1296057144670675
2018-10-19,2.150111512031889,2.2362629284059823
2018-10-22,2.003039598033859,2.157091050733309
2018-10-23,2.150111512031889,2.2362629284059823
2018-10-24,2.320116618868888,2.3052923667662726
2018-10-25,2.427127284418917,2.3904889222013703
2018-10-26,2.514182175185673,2.432751338920896
2018-10-29,3.00461996279594,2.4636395945243406
2018-10-30,3.482904550247507,2.631242025165644
2018-10-31,3.482904550247507,2.67433504058516
2018-11-01,3.3389595056888126,2.5315722780923404
2018-11-02,3.338959505688813,2.531572278092341
2018-11-05,3.3389595056888126,2.53157227809234
2018-11-06,3.338959505688813,2.5315722780923395
2018-11-07,2.9742041122706384,2.512549742090246
2018-11-08,2.692573546932155,2.4636395945243392
2018-11-09,2.692573546932155,2.4469257457926488
2018-11-12,2.8498865484260074,2.4717654139411342
2018-11-13,2.8498865484260074,2.4717654139411342
2018-11-14,2.8498865484260074,2.512549742090246
2018-11-15,2.8498865484260074,2.5556427575097613
2018-11-16,2.8498865484260074,2.555642757509762
2018-11-19,3.120572245492566,2.7277758600523256
2018-11-20,3.120572245492566,2.7277758600523265
2018-11-21,2.849886548426007,2.5556427575097618
2018-11-23,2.692573546932155,2.495835893358556
2018-11-26,2.5851670164216443,2.4157916570941405
2018-11-27,2.4727682940984246,2.2927308330425378
2018-11-28,2.4727682940984237,2.292730833042537
2018-11-29,2.357327331549942,2.166437609120484
2018-11-30,2.357327331549942,2.166437609120484
2018-12-03,2.181765440566592,2.250238525056784
2018-12-04,2.181765440566592,2.388194503269864
2018-12-06,2.181765440566592,2.4274544113851686
2018-12-07,2.181765440566592,2.4274544113851673
2018-12-10,2.3390507169960344,2.7889008725975173
2018-12-11,2.3390507169960344,3.1775460081252227
2018-12-12,2.1158382655294954,2.761303718773241
2018-12-13,2.1158382655294954,2.7613037187732408
2018-12-14,2.0333712299999775,2.7613037187732408
2018-12-17,2.033371229999977,2.761303718773241
2018-12-18,2.256583681466516,2.761303718773241
2018-12-19,2.256583681466516,2.7613037187732417
2018-12-20,2.256583681466516,2.7613037187732417
2018-12-21,2.426355218669196,3.1775460081252223
2018-12-24,2.5790881626345397,3.3892540078240314
2018-12-26,3.0750884549922204,3.673817358675712
2018-12-27,3.5875694375125766,3.842304009802864
2018-12-28,3.07508845499222,3.842304009802862
2018-12-31,3.117668367864549,3.8423040098028616
2019-01-02,3.462467500589946,3.842304009802862
2019-01-03,3.625603920954745,3.8423040098028634
2019-01-04,3.625603920954745,3.673817358675713
2019-01-07,3.462467500589946,3.5291902220373284
2019-01-08,3.1176683678645496,3.37227805047815
2019-01-09,3.117668367864549,3.1485117805554226
2019-01-10,3.1176683678645496,2.9717272554900394
2019-01-11,3.117668367864549,2.9717272554900407
2019-01-14,3.117668367864549,2.9717272554900407
2019-01-15,3.230575140147957,2.948766452109048
2019-01-16,2.9238104908647284,2.8288246842062845
2019-01-17,2.923810490864728,2.828824684206284
2019-01-18,2.5217970482749354,2.5103965509863966
2019-01-22,2.4259891003544514,2.2185263532323747
2019-01-23,2.286887320133341,2.1573712727947476
2019-01-24,2.199193185281569,2.024655005736204
2019-01-25,1.9832682548171257,1.8886286344224987
2019-01-28,1.7975494451227036,1.8024990093774005
2019-01-29,1.7975494451227036,1.8024990093774003
2019-01-30,1.7975494451227039,1.8024990093774003
2019-01-31,1.7975494451227039,1.8024990093774005
2019-02-01,1.7975494451227039,1.754208582604534
2019-02-04,1.7975494451227036,1.7542085826045335
2019-02-05,1.8023733909692887,1.741493233245305
2019-02-06,1.8023733909692887,1.7172911484780902
2019-02-07,1.8023733909692887,1.7172911484780904
2019-02-08,1.8023733909692887,1.717291148478091
2019-02-11,1.8023733909692887,1.6478356975490942
2019-02-12,1.8023733909692887,1.6478356975490942
2019-02-13,1.7713260391962231,1.57809565711388
2019-02-14,1.7713260391962231,1.57809565711388
2019-02-15,1.8023733909692887,1.5580434609104925
2019-02-19,1.8023733909692887,1.543720107402788
2019-02-20,1.7713260391962233,1.5371695727014807
2019-02-21,1.7593623539288519,1.5371695727014805
2019-02-22,1.7522298957815832,1.5296156640721383
2019-02-25,1.7522298957815834,1.5296156640721383
2019-02-26,1.7454373195758839,1.5296156640721383
2019-02-27,1.724433490931962,1.4814730239746967
2019-02-28,1.6712495058951162,1.412278300240556
2019-03-01,1.6123098434971794,1.352912973447746
2019-03-04,1.6123098434971797,1.352912973447746
2019-03-05,1.6123098434971797,1.281502608607136
2019-03-06,1.5911759638159393,1.281502608607136
2019-03-07,1.5911759638159393,1.2815026086071357
2019-03-08,1.5911759638159393,1.3787911982379495
2019-03-11,1.6123098434971792,1.4221076971818865
2019-03-12,1.6809448038553199,1.281502608607136
2019-03-13,1.6123098434971794,1.2238513453274695
2019-03-14,1.6123098434971792,1.2238513453274693
2019-03-15,1.6123098434971794,1.2238513453274695
2019-03-18,1.559148039885177,1.281502608607136
2019-03-19,1.559148039885177,1.281502608607136
2019-03-20,1.559148039885177,1.2815026086071357
2019-03-21,1.5174946747840277,1.281502608607136
2019-03-22,1.559148039885177,1.323147485352577
2019-03-25,1.6097454441466064,1.3805856630075366
2019-03-26,1.609745444146606,1.3805856630075362
2019-03-27,1.722311652029842,1.4803543020721608
2019-03-28,1.722311652029843,1.4803543020721608
2019-03-29,1.7223116520298425,1.4803543020721608
2019-04-01,1.5680920790454569,1.3805856630075366
2019-04-02,1.4432954031780878,1.3805856630075366
2019-04-03,1.4432954031780871,1.3805856630075366
2019-04-04,1.3416208334615665,1.3805856630075366
2019-04-05,1.3065021773267236,1.283463626855698
2019-04-08,1.2650825179298735,1.2362636713608377
2019-04-09,1.202996599851739,1.2362636713608377
2019-04-10,1.202996599851739,1.2362636713608377
2019-04-11,1.2029965998517387,1.2362636713608377
2019-04-12,1.2029965998517387,1.1927989488918032
2019-04-15,1.2315673529354212,1.1518999671972403
2019-04-16,1.231567352935421,1.1518999671972403
2019-04-17,1.1329845296696475,1.1132349308277005
2019-04-18,1.034533128025193,1.1132349308277003
2019-04-22,1.034533128025193,1.1132349308277003
2019-04-23,1.0345331280251928,1.1132349308277003
2019-04-24,1.033144450967815,1.071366018395449
2019-04-25,1.0331444509678152,1.071366018395449
2019-04-26,1.0163387719553285,1.071366018395449
2019-04-29,1.0163387719553283,1.0654241434128586
2019-04-30,1.0163387719553283,1.0654241434128586
2019-05-01,1.0163387719553283,1.071366018395449
2019-05-02,1.0163387719553285,1.1132349308277003
2019-05-03,1.0331444509678152,1.1132349308277003
2019-05-06,1.1264857805175512,1.150899551157957
2019-05-07,1.2264572808407024,1.1532950311543413
2019-05-08,1.2474138384069096,1.2194467502990216
2019-05-09,1.3788047119900395,1.2870825608976673
2019-05-10,1.5000778038882476,1.3429115458927634
2019-05-13,1.559917196936513,1.5431614000332532
2019-05-14,1.6343280176751782,1.7195043543860777
2019-05-15,1.6571843080628206,1.7583497486044035
2019-05-16,1.7241108109748047,1.7834651505028027
2019-05-17,1.7585243556231887,1.8403731931423783
2019-05-20,1.7585243556231882,1.8403731931423783
2019-05-21,1.6915978527112037,1.8403731931423783
2019-05-22,1.6915978527112046,1.8403731931423786
2019-05-23,1.691597852711204,1.7583497486044035
2019-05-24,1.6915978527112039,1.7583497486044035
2019-05-28,1.639302085003787,1.7583497486044035
2019-05-29,1.691597852711204,1.7583497486044035
2019-05-30,1.6393020850037867,1.719504354386078
2019-05-31,1.6232056267153967,1.618444911900262
2019-06-03,1.6804754617514228,1.6467157519341304
2019-06-04,1.680475461751423,1.6467157519341304
2019-06-05,1.6804754617514228,1.4972379154593778
2019-06-06,1.680475461751423,1.6467157519341304
2019-06-07,1.7977161634424332,1.6467157519341307
2019-06-10,1.7977161634424335,1.5571418802143624
2019-06-11,1.7977161634424332,1.5571418802143622
2019-06-12,1.6804754617514228,1.4972379154593773
2019-06-13,1.612787651110337,1.398021415783397
2019-06-14,1.532763391367104,1.3980214157833966
2019-06-17,1.408166654144472,1.3332317774355291
2019-06-18,1.5223946920268712,1.2774064497031317
2019-06-19,1.5223946920268714,1.3332317774355291
2019-06-20,1.5223946920268714,1.367907818626848
2019-06-21,1.502754890037078,1.367907818626848
2019-06-24,1.4063334349623595,1.367907818626848
2019-06-25,1.4063334349623595,1.367907818626848
2019-06-26,1.4063334349623595,1.4894801201469292
2019-06-27,1.4063334349623595,1.4894801201469292
2019-06-28,1.4063334349623595,1.4894801201469292
2019-07-01,1.352133246701173,1.367907818626848
2019-07-02,1.3040714046823,1.297149603519421
2019-07-03,1.2757507213573158,1.2553158084478464
2019-07-05,1.2757507213573158,1.2051203416160952
2019-07-08,1.275750721357316,1.2051203416160952
2019-07-09,1.2757507213573158,1.126375519227158
2019-07-10,1.2535217674580463,1.1048739314774418
2019-07-11,1.2451514006894633,1.1048739314774418
2019-07-12,1.2251699965479623,1.1048739314774418
2019-07-15,1.2251699965479623,1.0646489543666842
2019-07-16,1.225169996547962,1.1048739314774418
2019-07-17,1.2014132011388947,1.1048739314774418
2019-07-18,1.201413201138895,1.1048739314774418
2019-07-19,1.201413201138895,1.1048739314774418
2019-07-22,1.201413201138895,1.153166440850917
2019-07-23,1.2438284232641104,1.2147648501409376
2019-07-24,1.2438284232641106,1.2147648501409376
2019-07-25,1.2438284232641106,1.153166440850917
2019-07-26,1.2806709758315036,1.153166440850917
2019-07-29,1.307458622828752,1.2147648501409376
2019-07-30,1.307458622828752,1.153166440850917
2019-07-31,1.3181423309250868,1.2147648501409376
2019-08-01,1.3209806521169072,1.2589655905135286
2019-08-02,1.3209806521169074,1.3030810878167465
2019-08-05,1.4069383667393853,1.34336602540708
2019-08-06,1.406938366739386,1.375387787603901
2019-08-07,1.4995886978552506,1.41827268411064
2019-08-08,1.5242416848362588,1.4747201882878145
2019-08-09,1.6251694906708862,1.6769359351032485
2019-08-12,1.6251694906708862,1.839739127531724
2019-08-13,1.706471901754688,1.8816452785119984
2019-08-14,1.7711912298545711,2.0249239117741538
2019-08-15,1.7711912298545711,2.0249239117741538
2019-08-16,1.7064719017546879,1.8816452785119984
2019-08-19,1.706471901754688,1.8816452785119984
2019-08-20,1.706471901754688,1.8816452785119984
2019-08-21,1.706471901754688,1.8816452785119984
2019-08-22,1.6698210944007268,2.020756297259583
2019-08-23,1.669821094400727,2.1162303231805693
2019-08-26,1.6698210944007266,2.1162303231805693
2019-08-27,1.7064719017546879,2.1162303231805693
2019-08-28,1.6698210944007268,2.020756297259583
2019-08-29,1.6331754864173629,1.8816452785119984
2019-08-30,1.6331754864173624,1.8816452785119984
2019-09-03,1.6331754864173629,1.7884044768182024
2019-09-04,1.5522234855275134,1.686621349848901
2019-09-05,1.5522234855275134,1.5739408037244094
2019-09-06,1.4420667507597205,1.4705217834620077
2019-09-09,1.442066750759721,1.4705217834620077
2019-09-10,1.411302956055234,1.4705217834620077
2019-09-11,1.411302956055234,1.350813171090811
2019-09-12,1.4113029560552344,1.2518672234163226
2019-09-13,1.4113029560552341,1.2142461226241812
2019-09-16,1.4113029560552344,1.181159708435495
2019-09-17,1.3455290470114325,1.1432402185789583
2019-09-18,1.4694420926803875,1.1924580671697598
2019-09-19,1.4694420926803873,1.3244904290329345
2019-09-20,1.4694420926803873,1.3244904290329345
2019-09-23,1.3455290470114325,1.1924580671697598
2019-09-24,1.4025200108430853,1.2914040148442485
2019-09-25,1.4025200108430858,1.2914040148442485
2019-09-26,1.2655347773852437,1.203162965662104
2019-09-27,1.4025200108430858,1.3351953275252786
2019-09-30,1.4025200108430858,1.203162965662104
2019-10-01,1.4025200108430858,1.3351953275252786
2019-10-02,1.537309565475777,1.4842059157576908
2019-10-03,1.5373095654757771,1.5864098937043982
2019-10-04,1.596904091507394,1.5864098937043982
2019-10-07,1.537309565475777,1.4349551470390964
2019-10-08,1.5373095654757778,1.4349551470390964
2019-10-09,1.4809681618032393,1.4349551470390964
2019-10-10,1.4483067064786246,1.4349551470390964
2019-10-11,1.4483067064786246,1.4349551470390964
2019-10-14,1.4483067064786246,1.4349551470390964
2019-10-15,1.5046481101511633,1.4717637295230008
2019-10-16,1.4483067064786244,1.3617434217541389
2019-10-17,1.4483067064786246,1.3617434217541389
2019-10-18,1.4327312801120324,1.3617434217541389
2019-10-21,1.4327312801120324,1.3617434217541389
2019-10-22,1.3699119420844195,1.3617434217541389
2019-10-23,1.3510478673827344,1.3328259157003994
2019-10-24,1.3510478673827344,1.3328259157003994
2019-10-25,1.3510478673827344,1.3328259157003994
2019-10-28,1.4110952184279428,1.3596216240408414
2019-10-29,1.4110952184279428,1.3328259157003994
2019-10-30,1.3842998910918511,1.3328259157003994
2019-10-31,1.3559038040355986,1.3328259157003994
2019-11-01,1.322651780326482,1.3179815444444851
2019-11-04,1.3559038040355986,1.3179815444444851
2019-11-05,1.322651780326482,1.2733464280088338
2019-11-06,1.322651780326482,1.2728910203672004
2019-11-07,1.322651780326482,1.2728910203672004
2019-11-08,1.322651780326482,1.3179815444444851
2019-11-11,1.322651780326482,1.3179815444444851
2019-11-12,1.2177858845738925,1.2728910203672004
2019-11-13,1.117126831631262,1.2728910203672004
2019-11-14,1.2305730738611635,1.2035993661430902
2019-11-15,1.2305730738611635,1.1517794170930191
2019-11-18,1.350312049355989,1.1517794170930191
2019-11-19,1.350312049355989,1.09559781673865
2019-11-20,1.350312049355989,1.09559781673865
2019-11-21,1.370776883777835,1.0355107783659006
2019-11-22,1.3511429065442642,1.019553581281003
2019-11-25,1.336269826802028,1.0008780703437543
2019-11-26,1.2340612967965914,0.9708437878248688
2019-11-27,1.1206150545666898,0.9489481045824543
2019-11-29,1.1020866087611456,0.930932231035252
2019-12-02,1.1141551781738857,0.930932231035252
2019-12-03,1.1141551781738857,0.9489481045824542
2019-12-04,1.2348921539848663,0.948948104582454
2019-12-05,1.2348921539848663,0.9489481045824542
2019-12-06,1.1141551781738857,0.9708437878248689
2019-12-09,1.2348921539848663,0.9489481045824542
2019-12-10,1.2348921539848663,0.9072960788522003
2019-12-11,1.2348921539848663,0.9072960788522005
2019-12-12,1.2348921539848663,0.9489481045824542
2019-12-13,1.131932397576291,0.9674752640134421
2019-12-16,1.083714126109825,0.9072960788522004
2019-12-17,1.022802092976175,0.8639460347668976
2019-12-18,1.009006281294496,0.8639460347668976
2019-12-19,0.9906506038613331,0.8639460347668976
2019-12-20,0.9906506038613331,0.9022295366857248
2019-12-23,0.9789684074772848,0.8505060156530513
2019-12-24,0.9274874613682798,0.8283324145464618
2019-12-26,0.9789684074772849,0.8401751116040472
2019-12-27,0.9973240849104476,0.8401751116040472
2019-12-30,1.022802092976175,0.8505060156530513
2019-12-31,0.9973240849104476,0.8401751116040472
2020-01-02,0.9973240849104474,0.8401751116040472
2020-01-03,0.9973240849104474,0.8505060156530513
2020-01-06,1.022802092976175,0.9370204977834053
2020-01-07,1.022802092976175,0.9370204977834052
2020-01-08,1.022802092976175,1.1017681175152092
2020-01-09,1.0470654995998467,1.1017681175152092
2020-01-10,1.1053025689800555,1.226392646805532
2020-01-13,1.0470654995998467,1.2219433679918448
2020-01-14,1.0470654995998467,1.173969022727257
2020-01-15,1.0470654995998467,1.173969022727257
2020-01-16,1.046128531188384,1.2219433679918448
2020-01-17,1.1053025689800555,1.237420873294364
2020-01-21,1.1427453798993477,1.2038522373665497
2020-01-22,1.1806059073235151,1.173969022727257
2020-01-23,1.1806059073235151,1.173969022727257
2020-01-24,1.2160054638371958,1.2038522373665497
2020-01-27,1.189031955101497,1.237420873294364
2020-01-28,1.2160054638371958,1.2599612827333464
2020-01-29,1.2160054638371958,1.2599612827333464
2020-01-30,1.2558989840642831,1.297186926076523
2020-01-31,1.2558989840642831,1.297186926076523
2020-02-03,1.2558989840642831,1.4106346469529576
2020-02-04,1.2558989840642831,1.4106346469529576
2020-02-05,1.3362369020362517,1.475449432079261
2020-02-06,1.3362369020362517,1.475449432079261
2020-02-07,1.3543559266697522,1.638758922298782
2020-02-10,1.4126790030760938,1.6847814286325358
2020-02-11,1.4965009855283884,1.7669877937051055
2020-02-12,1.4965009855283884,1.8436046261404282
2020-02-13,1.5247710168606825,1.8470475751670132
2020-02-14,1.5247710168606825,1.8470475751670123
2020-02-18,1.4624935723807568,1.8470475751670128
2020-02-19,1.4624935723807568,1.847047575167013
2020-02-20,1.496954439606422,1.8765033519604364
2020-02-21,1.5466468362798562,1.9216436999176905
2020-02-24,1.5466468362798562,2.002290385880734
2020-02-25,1.605023529366545,2.1068213217766534
2020-02-26,1.6947710168812398,2.258371940766776
2020-02-27,1.943144063865904,2.3775699915059487
2020-02-28,2.113199654427097,2.6831635295600367
2020-03-02,2.113199654427097,2.964997376762068
2020-03-03,2.168158483846604,3.0930098626482128
2020-03-04,2.168158483846604,3.098498881019431
2020-03-05,2.168158483846604,3.047006669188405
2020-03-06,2.2356722858910336,3.2250969975280235
2020-03-09,2.4830504702974485,3.4172076729765752
2020-03-10,2.9391771559360844,3.7016722804745035
2020-03-11,3.3614817179225405,3.881563120794155
2020-03-12,3.7467094539837302,4.271865289885023
2020-03-13,4.047015322453264,4.340404894336144
2020-03-16,4.108416152180368,4.772984215016626
2020-03-17,4.321134900033388,5.198227721473909
2020-03-18,4.55803672377712,5.486193277892225
2020-03-19,4.741553490547686,5.930865886922513
2020-03-20,5.054449954210846,6.3822729149661726
2020-03-23,5.287942977524076,6.030194938588696
2020-03-24,5.287942977524076,6.030194938588696
2020-03-25,5.403848998027502,6.435978115572141
2020-03-26,5.5865595014411165,6.435978115572141
2020-03-27,5.5865595014411165,6.030194938588696
2020-03-30,5.5865595014411165,6.264618718916314
2020-03-31,5.403848998027503,5.7677330948053385
2020-04-01,5.4038489980275015,5.7677330948053385
2020-04-02,5.403848998027502,5.7677330948053385
2020-04-03,5.403848998027502,5.7677330948053385
2020-04-06,5.418637853058315,5.7677330948053385
2020-04-07,5.418637853058314,5.7677330948053385
2020-04-08,5.418637853058312,5.7677330948053385
2020-04-09,5.088733399738971,5.5063533665997335
2020-04-13,4.419402371783812,5.353793428996491
2020-04-14,4.0064929515082275,5.261228117840799
2020-04-15,3.9475622483686807,4.884005819252144
2020-04-16,3.758341377222243,4.339244894012122
2020-04-17,3.5805881935401955,3.9617557540509782
2020-04-20,3.3765269704601626,3.587394729218788
2020-04-21,3.3765269704601617,3.5873947292187887
2020-04-22,3.324520594546299,3.342079689236684
2020-04-23,3.1848558226889763,3.303999657083459
2020-04-24,3.044577817192705,2.908446815930548
2020-04-27,2.89769140726275,2.496608306365757
2020-04-28,2.8976914072627507,2.496608306365757
2020-04-29,2.798488271090912,2.496608306365757
2020-04-30,2.710357896983002,2.4602131393423554
2020-05-01,2.7912415144213147,2.4602131393423554
2020-05-04,2.643039602717756,2.4602131393423554
2020-05-05,2.641485142759333,2.4336817442381973
2020-05-06,2.568461260971006,2.3739167307304365
2020-05-07,2.5011204772070004,2.3739167307304365
2020-05-08,2.5011204772070004,2.319654545803332
2020-05-11,2.5011204772070004,2.3739167307304365
2020-05-12,2.5011204772070004,2.3739167307304365
2020-05-13,2.5011204772070004,2.3739167307304365
2020-05-14,2.445137465934456,2.3739167307304365
2020-05-15,2.526985053849562,2.458201298912184
2020-05-18,2.583366437763539,2.458201298912184
2020-05-19,2.526985053849562,2.3739167307304365
2020-05-20,2.445137465934456,2.3739167307304365
2020-05-21,2.445137465934456,2.2662754038536166
2020-05-22,2.3599504748201574,2.200726550604766
2020-05-26,2.3599504748201574,2.4111636485902226
2020-05-27,2.2044916603450395,2.4111636485902226
2020-05-28,2.2044916603450395,2.201862913963887
2020-05-29,2.153858716433664,2.0916293764881693
2020-06-01,2.092503613542579,2.075710384160179
2020-06-02,1.9030484191453483,2.0242536428163076
2020-06-03,1.722754538931421,1.9082990207928132
2020-06-04,1.8570803276306849,1.9546027574977833
2020-06-05,2.092503613542579,2.0253900061754266
2020-06-08,2.092503613542579,2.09162937648817
2020-06-09,1.9052425680764409,2.0253900061754266
2020-06-10,1.737766869494202,2.0253900061754266
2020-06-11,1.737766869494202,2.025390006175427
2020-06-12,1.737766869494202,2.025390006175427
2020-06-15,1.737766869494202,2.025390006175427
2020-06-16,1.737766869494202,2.0916293764881697
2020-06-17,1.8726903117201512,2.0916293764881693
2020-06-18,1.872690311720151,2.0916293764881693
2020-06-19,1.9098489816145765,2.1174204987764744
2020-06-22,1.9953396828770877,2.155210461221042
2020-06-23,1.9953396828770875,2.117420498776475
2020-06-24,1.9953396828770875,2.117420498776474
2020-06-25,1.9098489816145767,2.1552104612210417
2020-06-26,1.9953396828770875,2.3515647584090558
2020-06-29,2.026520554457538,2.5153561344978086
2020-06-30,2.065587719474244,2.5364817968523274
2020-07-01,2.2019255843727312,2.5364817968523274
2020-07-02,2.2019255843727312,2.5364817968523266
2020-07-06,2.175837688634262,2.515356134497808
2020-07-07,2.246958623842924,2.5364817968523266
2020-07-08,2.246958623842924,2.5364817968523274
2020-07-09,2.273635483606258,2.515356134497808
2020-07-10,2.273635483606258,2.400270730586215
2020-07-13,2.273635483606258,2.400270730586214
2020-07-14,2.273635483606258,2.4002707305862137
2020-07-15,2.299723379344728,2.515356134497808
2020-07-16,2.299723379344728,2.515356134497808
2020-07-17,2.299723379344728,2.5153561344978086
2020-07-20,2.3806539589715587,2.530700344878198
2020-07-21,2.3806539589715587,2.530700344878199
2020-07-22,2.3806539589715587,2.5307003448781984
2020-07-23,2.3806539589715587,2.5307003448781984
2020-07-24,2.3806539589715587,2.5307003448781984
2020-07-27,2.299723379344728,2.400270730586214
2020-07-28,2.273635483606258,2.264193697091823
2020-07-29,2.246958623842924,2.1923371460891086
2020-07-30,2.246958623842924,2.2191102276460333
2020-07-31,2.246958623842924,2.344600603645131
2020-08-03,2.1859278498974497,2.527979608756924
2020-08-04,2.115995265229202,2.344600603645131
2020-08-05,2.115995265229202,2.344600603645131
2020-08-06,2.115995265229202,2.3131685200753176
2020-08-07,2.115995265229202,2.321575798658112
2020-08-10,2.085353673507056,2.321575798658112
2020-08-11,2.085353673507056,2.236509890091916
2020-08-12,2.018863323033085,2.236509890091916
2020-08-13,1.949852073588343,2.236509890091916
2020-08-14,1.949852073588343,2.236509890091916
2020-08-17,1.929837718753736,2.2228132292475284
2020-08-18,1.929837718753736,2.1542867957326512
2020-08-19,1.9298377187537363,2.1542867957326512
2020-08-20,1.929837718753736,2.1542867957326512
2020-08-21,1.9235186071823325,1.8509160622462584
2020-08-24,1.9459256459538352,1.8509160622462584
2020-08-25,1.9459256459538352,1.8562607709785413
2020-08-26,1.9988489681984787,2.114934775020596
2020-08-27,1.9235186071823327,2.114934775020596
2020-08-28,1.9006295262068131,1.933209988660983
2020-08-31,1.9006295262068122,1.8609480969560388
2020-09-01,1.923518607182333,1.6984210151601566
2020-09-02,1.971861474994004,1.8609480969560388
2020-09-03,1.9718614749940038,1.8609480969560388
2020-09-04,1.971861474994004,1.8609480969560386
